The_Project_Gutenberg_EBook the_project_gutenberg_ebook NP00000 1
buen-retiro buen-retiro NCMS000 1
� � Fz 1
de de SP 1
os o DA0MP0 0.958022 o PD0MP00 0.021587 o PP3MPA0 0.0203911
nossos nosso DP1MPP 0.872832
cinco 5 Z 0.997312
reis rei NCMP000 1
, , Fc 1
os o DA0MP0 0.958022
senhores senhor NCMP000 1
governadores governador AQ0MP00 0.36738
de de SP 1
Portugal_por_D._Filippe_de_Castella portugal_por_d._filippe_de_castella NP00000 1
que que CS 0.398036
Deus deus NP00000 1
guarde guardar VMSP3S0 0.648523
, , Fc 1
foi ir VMIS3S0 0.5
escolhida escolher VMP00SF 0.967522
� � Fz 1
sta sta NCFS000 0.36531
nossa nosso DP1FSP 0.99505
boa bom AQ0FS00 0.897321
villa villa NCFS000 1
d'Almada d'almada VMP00SF 1
, , Fc 1
que que PR0CN00 0.584265
o o PP3MSA0 0.0183743
deveu dever VMIS3S0 1
� � Fz 1
fama fama NCFS000 1
de de SP 1
suas seu DP3FSP 0.994048
aguas aguar VMIP2S0 1
sadias sadio AQ0FP00 1
, , Fc 1
ares ar NCMP000 0.495749
lavados lavado AQ0MP00 0.0811859
e e CC 0.999951
graciosa gracioso AQ0FS00 0.667364
vista vista NCFS000 0.830097
. . Fp 1

* * Fz 1
Magdalena magdalena NP00000 1
* * Fz 1
. . Fp 1

Deix deix NP00000 1
� � Fz 1
- - Fg 1
los o PP3MPA0 1
vir vir VMN0000 0.331646
. . Fp 1

* * Fz 1
Jorge jorge NP00000 1
* * Fz 1
. . Fp 1

Assim assim RG 0.998008
� � Fz 1
: : Fd 1
que que PT0CN00 0.0172141
remedio remedio NCMS000 0.694525
! ! Fat 1

Mas mas CC 0.999313
ouvi ouvir VMIS1S0 0.636434
o o DA0MS0 0.950254
resto resto NCMS000 0.991803
. . Fp 1

O o DA0MS0 0.950254
nosso nosso DP1MSP 0.93956
pobre pobre AQ0CS00 0.983871
convento convento NCMS000 1
de de SP 1
San'Paulo san'paulo NP00000 1
tem ter VMIP3S0 0.999287
de de SP 1
hospedar hospedar VMN0000 0.529581
o o DA0MS0 0.950254
senhor senhor NCMS000 1
arcebispo arcebispo NCMS000 1
D._Miguel_de_Castro d._miguel_de_castro NP00000 1
, , Fc 1
presidente presidente NCMS000 0.998938
de de SP 1
o o DA0MS0 0.950254 o PD0MS00 0.0313531 o PP3MSA0 0.0183743 o NCMS000 1.85412e-005
gov gov NCFS000 0.832672
� � Fz 1
rno rno NCMS000 0.891615
. . Fp 1
-- -- Fg 1
Bom bom AQ0MS00 0.99061
prelado prelado NCMS000 1
� � Fz 1
elle elle NCFS000 1
; ; Fx 1
e e CC 0.999951
, , Fc 1
se se CS 0.138341
n n NCMS000 1
� � Fz 1
o o PD0MS00 0.0313531
fosse fossar VMSP1S0 0.166324
que que CS 0.398036
nos nos PP1CP00 0.16322
tira tirar VMIP3S0 0.380066
de de SP 1
o o DA0MS0 0.950254 o PD0MS00 0.0313531 o PP3MSA0 0.0183743 o NCMS000 1.85412e-005
humilde humilde AQ0CS00 0.659946
soc soc NCMS000 0.500745
� � Fz 1
go go NCMS000 1
de de SP 1
nossa nosso DP1FSP 0.99505
vida vida NCFS000 0.994169
, , Fc 1
por por SP 1
vir vir VMN0000 0.331646
como como CS 0.751351
senhor senhor NCMS000 1
e e CC 0.999951
principe principe NCMS000 1
secular secular AQ0MS00 0.367364
... ... Fs 1
o o DA0MS0 0.950254
mais mais RG 0.999721
, , Fc 1
paciencia paciencia VMII3S0 0.599998
. . Fp 1

Peior peior NP00000 1
� � Fz 1
o o DA0MS0 0.950254
vosso vosso DP2MSP 0.939024
caso caso NCMS000 0.83659
... ... Fs 1
* * Fz 1
Magdalena magdalena NP00000 1
* * Fz 1
. . Fp 1

O o DA0MS0 0.950254
meu meu DP1MSS 0.99505
! ! Fat 1

* * Fz 1
Jorge jorge NP00000 1
* * Fz 1
. . Fp 1

O o DA0MS0 0.950254
vosso vosso DP2MSP 0.939024
e e CC 0.999951
de de SP 1
Manuel_de_Sousa manuel_de_sousa NP00000 1
: : Fd 1
porque porque CS 1
os o DA0MP0 0.958022
outros outro DI0MP0 0.580386
quatro 4 Z 1
governadores governador NCMP000 0.63262
-- -- Fg 1
e e CC 0.999951
aqui aqui RG 1
est est AQ0CN00 1
� � Fz 1
o o PD0MS00 0.0313531
que que PR0CN00 0.584265
me me PP1CS00 1
mandaram mandar VMIS3P0 0.65
dizer dizer VMN0000 0.328715
em em SP 1
muito muito RG 0.811183
segr segr VMN0000 0.732879
� � Fz 1
de de SP 1
o o DA0MS0 0.950254 o PD0MS00 0.0313531 o PP3MSA0 0.0183743 o NCMS000 1.85412e-005
de de SP 1
Lisboa lisboa NP00000 1
-- -- Fg 1
dizem dizer VMIP3P0 1
que que CS 0.398036
querem querer VMIP3P0 1
vir vir VMN0000 0.331646
para para SP 0.999444
� � Fz 1
sta sta AQ0CS00 0.170108
casa casa NCFS000 0.994169
, , Fc 1
e e CC 0.999951
p p NCMS000 1
� � Fz 1
r r NCMS000 1
aqui aqui RG 1
aposentadoria aposentadoria NCFS000 1
. . Fp 1

* * Fz 1
Maria maria NP00000 1
* * Fz 1
, , Fc 1
_ _ Fz 1
com com SP 1
vivacidade vivacidade NCFS000 1
_ _ Fz 1
. . Fp 1

Fech fech NP00000 1
� � Fz 1
mos-lhes mos-lhes NCMP000 0.749378
as o DA0FP0 0.974798
portas porta NCFP000 0.983871
. . Fp 1

Mett mett NP00000 1
� � Fz 1
me me PP1CS00 1
os o PP3MPA0 1
a o DA0FS0 0.675415
nossa nosso DP1FSP 0.99505
gente gente NCFS000 1
dentro dentro RG 1
-- -- Fg 1
o o DA0MS0 0.950254
ter ter VMN0000 0.533333
� � Fz 1
o o DA0MS0 0.950254
de de SP 1
meu meu DP1MSS 0.99505
pae pae NCFS000 0.282135
tem ter VMIP3S0 0.999287
mais mais RG 0.999721
de de SP 1
seiscentos 600 Z 1
homens homem NCMP000 1
-- -- Fg 1
e e CC 0.999951
defend defend AQ0CS00 0.499877
� � Fz 1
me me PP1CS00 1
o o PP3MSA0 1
' ' Fe 1
- - Fg 1
em em SP 1
os o DA0MP0 1
. . Fp 1

Pois pois CS 0.996988
n n NCMS000 1
� � Fz 1
o o DA0MS0 0.950254
� � Fz 1
uma um DI0FS0 0.903495
tyrannia tyrannia NCFS000 0.93322
? ? Fit 1
... ... Fs 1
-- -- Fg 1
E e CC 0.999951
hade hade NCFS000 0.998057
ser ser VMN0000 0.33093
bonito bonito NCMS000 0.482636
! ! Fat 1
... ... Fs 1
Tom tom NP00000 0.329336
� � Fz 1
ra ra VMIP3S0 0.117005
eu eu PP1CSN0 0.997159
ver ver VMN0000 0.533333
seja seja CS 0.0248521
o o PD0MS00 0.0313531
que que PR0CN00 0.584265
for ir VMSF1S0 0.249524
que que CS 0.398036
se se PP3CN00 0.861659
pare parir VMIP3S0 0.88414
� � Fz 1
a o DA0FS0 0.675415
com com SP 1
uma um DI0FS0 0.903495
batalha batalha NCFS000 0.819323
! ! Fat 1

* * Fz 1
Jorge jorge NP00000 1
* * Fz 1
. . Fp 1

Louquinha louquinha NP00000 1
! ! Fat 1

* * Fz 1
Magdalena magdalena NP00000 1
* * Fz 1
. . Fp 1

Mas mas CC 0.999313
que que PR0CN00 0.584265
mal mal RG 0.720779
fizemos fazer VMIS1P0 1
n n NCMS000 1
� � Fz 1
s s NCMS000 1
a a SP 1
o o DA0MS0 0.950254 o PD0MS00 0.0313531 o PP3MSA0 0.0183743 o NCMS000 1.85412e-005
conde conde NCMS000 0.519323
de de SP 1
Sabugal sabugal NP00000 1
e e CC 0.999951
a a SP 1
os o DA0MP0 0.958022 o PD0MP00 0.021587 o PP3MPA0 0.0203911
outros outro DI0MP0 0.580386
governadores governador NCMP000 0.63262
, , Fc 1
para para SP 0.999444
nos nos PP1CP00 0.16322
fazerem fazer VMN03P0 1
esse esse DD0MS0 0.946429
desacato desacato NCMS000 0.914011
? ? Fit 1

N n NP00000 0.47047
� � Fz 1
o o DA0MS0 0.950254
ha ha NCMN000 1
por por SP 1
ahi ahi VMIS1S0 1
outras outro DI0FP0 0.649254
casas casa NCFP000 0.990196
; ; Fx 1
e e CC 0.999951
elles elles AQ0FS00 0.416089
n n NCMS000 1
� � Fz 1
o o DA0MS0 0.950254
sabem saber VMIP3P0 1
que que CS 0.398036
n'esta n'esta VMIP3S0 0.590165
ha ha NCMN000 1
senhoras senhor NCFP000 1
, , Fc 1
uma um DI0FS0 0.903495
familia familia NCFS000 1
... ... Fs 1
e e CC 0.999951
que que PR0CN00 0.584265
estou estar VMIP1S0 1
eu eu PP1CSN0 0.997159
aqui aqui RG 1
? ? Fit 1
... ... Fs 1
* * Fz 1
Maria maria NP00000 1
* * Fz 1
, , Fc 1
_ _ Fz 1
que que PR0CN00 0.584265
esteve estar VMIS3S0 0.982759
com com SP 1
o o DA0MS0 0.950254
ouvido ouvido NCMS000 0.256849
inclinado inclinar VMP00SM 0.974878
para para SP 0.999444
a o DA0FS0 0.675415
janella janella NCFS000 1
_ _ Fz 1
. . Fp 1
� � Fz 1
a o DA0FS0 0.675415
voz voz NCFS000 1
de de SP 1
meu meu DP1MSS 0.99505
pae pae NCFS000 0.282135
! ! Fat 1

Meu meu DP1MSS 0.99505
pae pae NCFS000 0.282135
que que PR0CN00 0.584265
chegou chegar VMIS3S0 1
. . Fp 1

* * Fz 1
Magdalena magdalena NP00000 1
* * Fz 1
, , Fc 1
_ _ Fz 1
sobresaltada sobresaltada VMP00SF 1
_ _ Fz 1
. . Fp 1

N n NP00000 0.47047
� � Fz 1
o o DA0MS0 0.950254
oi oi VMIS3S0 1
� � Fz 1
o o DA0MS0 0.950254
nada nada PI0CN00 0.904372
. . Fp 1

* * Fz 1
Jorge jorge NP00000 1
* * Fz 1
. . Fp 1

Nem nem CC 1
eu eu PP1CSN0 0.997159
, , Fc 1
Maria maria NP00000 1
. . Fp 1

* * Fz 1
Maria maria NP00000 1
* * Fz 1
. . Fp 1

Pois pois CS 0.996988
oi oi VMIS3S0 1
� � Fz 1
o o DA0MS0 0.950254
eu eu PP1CSN0 0.997159
muito muito RG 0.811183
claro claro AQ0MS00 0.840909
. . Fp 1
� � Fz 1
meu meu DP1MSS 0.99505
pae pae NCFS000 0.282135
que que PR0CN00 0.584265
ahi ahi VMIS1S0 1
vem vir VMIP3S0 0.992958
... ... Fs 1
e e CC 0.999951
vem vir VMIP3S0 0.992958
affrontado affrontado VMP00SM 1
! ! Fat 1

SCENA_VI_JORGE scena_vi_jorge NP00000 1
, , Fc 1
MAGDALENA magdalena NP00000 1
, , Fc 1
MARIA maria NP00000 1
, , Fc 1
MIRANDA miranda NP00000 1
* * Fz 1
Miranda miranda NP00000 1
* * Fz 1
. . Fp 1

Meu meu DP1MSS 0.99505
senhor senhor NCMS000 1
chegou chegar VMIS3S0 1
: : Fd 1
vi ver VMIS1S0 0.906667
agora agora RG 1
d'aquelle d'aquelle NCFS000 1
alto alto AQ0MS00 0.755319
entrar entrar VMN0000 0.331646
um um DI0MS0 0.877848
bergantim bergantim NCMS000 1
que que PR0CN00 0.584265
� � Fz 1
por por SP 1
f f NCMS000 1
� � Fz 1
r r NCMS000 1
� � Fz 1
a a SP 0.313151
o o DA0MS0 0.950254
nosso nosso DP1MSP 0.93956
. . Fp 1

Estaveis estaveis NP00000 1
com com SP 1
cuidado cuidado NCMS000 0.809892
; ; Fx 1
e e CC 0.999951
era ser VMII1S0 0.331795
para para SP 0.999444
isso isso PD0NN00 1
, , Fc 1
que que CS 0.398036
ja ja VMSP3S0 0.766893
vai ir VMIP3S0 0.998575
a a SP 0.313151
cerrar cerrar VMN03S0 1
se se PP3CN00 1
a o DA0FS0 0.675415
noite noite NCFS000 1
... ... Fs 1
Vim vir VMIS1S0 1
trazer trazer VMN0000 1
vos vos PP2CP00 0.5 vos PP3CP00 0.5
depressa depressa RG 1
a o DA0FS0 0.675415
not not NCMS000 1
� � Fz 1
cia. cia. NCFS000 0.69743
* * Fz 1
Magdalena magdalena NP00000 1
* * Fz 1
. . Fp 1

Obrigada obrigada I 0.169864
, , Fc 1
Miranda miranda NP00000 1
. . Fp 1
-- -- Fg 1
� � Fz 1
extraordinaria extraordinaria VMIC3S0 0.568066
� � Fz 1
sta sta AQ0CS00 0.170108
crian crian NCMS000 1
� � Fz 1
a o DA0FS0 0.675415
; ; Fx 1
ve ve VMIS3S0 0.418357
e e CC 0.999951
ouve ouvir VMIP3S0 0.999479
em em SP 1
taes taes AQ0CP00 0.119605
dist dist NCMS000 1
� � Fz 1
ncias ncias NCFP000 1
... ... Fs 1
( ( Fpa 1
Maria maria NP00000 0.329329
tem ter VMIP3S0 0.999287
sahido sahido VMP00SM 1
para para SP 0.999444
o o DA0MS0 0.950254
eirado eirado NCMS000 1
, , Fc 1
mas mas CC 0.999313
volta volta NCFS000 0.992095
logo logo RG 0.994911
depois depois RG 1
. . Fp 1
) ) Fpt 1
* * Fz 1
Jorge jorge NP00000 1
* * Fz 1
. . Fp 1
� � Fz 1
verdade verdade NCFS000 1
. . Fp 1
( ( Fpa 1
_ _ Fz 1
� � Fz 1
parte parte NCFS000 0.969571
_ _ Fz 1
) ) Fpt 1
Terrivel terrivel NP00000 1
signal signal NCMS000 0.341269
n'aquelles n'aquelles AQ0FS00 0.416089
annos annos NCMP000 0.721809
e e CC 0.999951
com com SP 1
aquella aquella NCFS000 1
complei complei NCFS000 0.86457
� � Fz 1
� � Fz 1
o o DA0MS0 0.950254
! ! Fat 1

SCENA_VII_JORGE scena_vii_jorge NP00000 1
, , Fc 1
MAGDALENA magdalena NP00000 1
, , Fc 1
MARIA maria NP00000 1
, , Fc 1
MIRANDA miranda NP00000 1
, , Fc 1
MANUEL_DE_SOUSA manuel_de_sousa NP00000 1
_ _ Fz 1
entrando entrar VMG0000 1
com com SP 1
varios varios AQ0MP00 0.405514
criados criado NCMP000 0.331858
que que PR0CN00 0.584265
o o PP3MSA0 0.0183743
seguem seguir VMIP3P0 0.959686
-- -- Fg 1
alguns algum PI0MP00 0.221116
com com SP 1
brand brand AQ0CS00 1
� � Fz 1
es es NCFP000 0.381512
accesos accesos AQ0MP00 0.200086
. . Fp 1
-- -- Fg 1
� � Fz 1
noite noite NCFS000 1
fechada fechar VMP00SF 0.992518
_ _ Fz 1
. . Fp 1

* * Fz 1
Manuel manuel NP00000 1
* * Fz 1
, , Fc 1
_ _ Fz 1
parando parar VMG0000 1
juncto juncto NCMS000 0.947706
de de SP 1
a o DA0FS0 0.675415 a SP 0.313151 o PP3FSA0 0.00613742 o PD0FS00 0.00514062 a NCMS000 0.000156639
porta porta NCFS000 0.984962
, , Fc 1
para para SP 0.999444
os o DA0MP0 0.958022
criados criado NCMP000 0.331858
_ _ Fz 1
. . Fp 1

Fa fa NP00000 1
� � Fz 1
am am VMIS3P0 0.429366
o o PD0MS00 0.0313531
que que PR0CN00 0.584265
lhes lhe PP3CPD0 1
disse dizer VMIS3S0 0.638889
. . Fp 1

Ja ja NP00000 1
, , Fc 1
sem sem SP 1
mais mais RG 0.999721
deten deten NCMS000 0.624125
� � Fz 1
a o DA0FS0 0.675415
! ! Fat 1

N n NP00000 0.47047
� � Fz 1
o o DA0MS0 0.950254
apaguem apagar VMSP3P0 0.994118
esses esse DD0MP0 0.865854
brand brand AQ0CS00 1
� � Fz 1
es es NCFP000 0.381512
; ; Fx 1
incostem-n'os incostem-n'os RG 0.0188557
ahi ahi VMIS1S0 1
f f NCMS000 1
� � Fz 1
ra ra NCFS000 0.558483
em em SP 1
o o DA0MS0 1
patim patim NCMS000 1
. . Fp 1

E e CC 0.999951
tudo tudo PI0NN00 1
o o DA0MS0 0.950254
mais mais RG 0.999721
que que CS 0.398036
eu eu PP1CSN0 0.997159
mandei mandar VMIS1S0 1
. . Fp 1
-- -- Fg 1
( ( Fpa 1
_ _ Fz 1
Vindo vindo NP00000 1
a a SP 1
o o DA0MS0 0.950254 o PD0MS00 0.0313531 o PP3MSA0 0.0183743 o NCMS000 1.85412e-005
proscenio proscenio NCMS000 1
_ _ Fz 1
) ) Fpt 1
Magdalena magdalena NP00000 1
! ! Fat 1

Minha meu DP1FSS 0.8125
querida querer VMP00SF 0.721685
filha filho NCFS000 0.944444
, , Fc 1
minha meu DP1FSS 0.8125
Maria maria NP00000 1
! ! Fat 1
( ( Fpa 1
_ _ Fz 1
Abra abra NP00000 1
� � Fz 1
a-as a-as NCFP000 0.573991
_ _ Fz 1
) ) Fpt 1
Jorge jorge NP00000 1
, , Fc 1
ainda_bem ainda_bem RG 1
que que CS 0.398036
aqui aqui RG 1
est est AQ0CN00 1
� � Fz 1
s s NCMS000 1
, , Fc 1
preciso preciso AQ0MS00 0.990196
de de SP 1
ti ti NCMS000 0.309329
: : Fd 1
bem bem RG 0.953148
sei saber VMIP1S0 1
que que CS 0.398036
� � Fz 1
tarde tarde NCFS000 0.371921
e e CC 0.999951
que que PR0CN00 0.584265
s s NCMS000 1
� � Fz 1
o o DA0MS0 0.950254
horas hora NCFP000 0.996324
conventuaes conventuaes AQ0CP00 0.119605
; ; Fx 1
mas mas CC 0.999313
eu eu PP1CSN0 0.997159
irei ir VMIF1S0 0.549927
depois depois RG 1
comtigo comtigo AQ0MS00 0.687201
dizer dizer VMN0000 0.328715
a o DA0FS0 0.675415
� � Fz 1
mea mea AQ0FS00 0.257135
culpa culpa NCFS000 0.819323
� � Fz 1
e e CC 0.999951
o o DA0MS0 0.950254
� � Fz 1
peccavi peccavi VMIS1S0 1
� � Fz 1
a a SP 1
o o DA0MS0 0.950254 o PD0MS00 0.0313531 o PP3MSA0 0.0183743 o NCMS000 1.85412e-005
nosso nosso DP1MSP 0.93956
bom bom AQ0MS00 0.995283
prior prior NCMS000 1
. . Fp 1
-- -- Fg 1
Miranda miranda NP00000 1
, , Fc 1
vinde vir VMIP2P0 0.999256
ca ca CC 1
. . Fp 1
( ( Fpa 1
_ _ Fz 1
Vai vai NP00000 1
com com SP 1
elle elle NCFS000 1
� � Fz 1
porta porta NCFS000 0.984962
de de SP 1
a o DA0FS0 0.675415 a SP 0.313151 o PP3FSA0 0.00613742 o PD0FS00 0.00514062 a NCMS000 0.000156639
esquerda esquerda NCFS000 0.648936
, , Fc 1
depois depois RG 1
� � Fz 1
s s NCMS000 1
de de SP 1
o o DA0MS0 0.950254 o PD0MS00 0.0313531 o PP3MSA0 0.0183743 o NCMS000 1.85412e-005
eirado eirado NCMS000 1
, , Fc 1
e e CC 0.999951
d d NCMS000 1
� � Fz 1
- - Fg 1
lhe lhe PP3CSD0 1
algumas algum DI0FP0 0.720994
ordens ordem NCFP000 1
baixo baixo AQ0MS00 0.704545
_ _ Fz 1
. . Fp 1
) ) Fpt 1
* * Fz 1
Magdalena magdalena NP00000 1
* * Fz 1
. . Fp 1

Que que CS 0.398036
tens ter VMIP2S0 1
tu tu PP2CSN0 1
? ? Fit 1
nunca nunca RG 1
entraste entrar VMIS2S0 1
em em SP 1
casa casa NCFS000 0.994169
assim assim RG 0.998008
. . Fp 1

Tens ter VMIP2S0 1
coisa coisa NCFS000 1
que que PR0CN00 0.584265
te te PP2CS00 1
d d NCMS000 1
� � Fz 1
cuidado cuidado NCMS000 0.809892
... ... Fs 1
e e CC 0.999951
n n NCMS000 1
� � Fz 1
o o DA0MS0 0.950254
m'o m'o NCMS000 0.459468
dizes dizer VMIP2S0 1
? ? Fit 1

O o PD0MS00 0.0313531
que que PR0CN00 0.584265
� � Fz 1
? ? Fit 1

* * Fz 1
Manuel manuel NP00000 1
* * Fz 1
. . Fp 1
� � Fz 1
que que PR0CN00 0.584265
... ... Fs 1
Senta sentar VMIP3S0 1
te te PP2CS00 1
, , Fc 1
Magdalena magdalena NP00000 1
; ; Fx 1
aqui aqui RG 1
aop aop AQ0CS00 0.22221
� � Fz 1
de de SP 1
mim mim PP1CSO0 1
, , Fc 1
Maria maria NP00000 1
; ; Fx 1
Jorge jorge NP00000 1
, , Fc 1
sentemo sentar VMM01P0 1
' ' Fe 1
- - Fg 1
em em SP 1
os o DA0MP0 1
que que PR0CN00 0.584265
estou estar VMIP1S0 1
can can NCMS000 1
� � Fz 1
ado adir VMIP1S0 1
. . Fp 1
( ( Fpa 1
_ _ Fz 1
Sentam-se sentam-se NP00000 1
todos todo DI0MP0 0.698087
_ _ Fz 1
) ) Fpt 1
Pois pois NP00000 1
agora agora RG 1
sabei saber VMIP2P0 1
as o DA0FP0 0.974798
novidades novidade NCFP000 1
, , Fc 1
que que PR0CN00 0.584265
seriam ser VMIC3P0 0.65
extranhas extranhas NCFP000 1
se se CS 0.138341
n n NCMS000 1
� � Fz 1
o o DA0MS0 0.950254
fosse fossar VMSP1S0 0.166324
o o DA0MS0 0.950254
tempo tempo NCMS000 1
em em SP 1
que que PR0CN00 0.584265
viv viv NCFS000 0.832672
� � Fz 1
me me PP1CS00 1
os o PP3MPA0 1
. . Fp 1

( ( Fpa 1
_ _ Fz 1
Pausa pausa NP00000 1
_ _ Fz 1
) ) Fpt 1
� � Fz 1
preciso preciso AQ0MS00 0.990196
sahir sahir VMN0000 0.997035
ja ja NCFS000 0.16453
d'esta d'esta VMIP3S0 0.590165
casa casa NCFS000 0.994169
, , Fc 1
Magdalena magdalena NP00000 1
. . Fp 1

* * Fz 1
Maria maria NP00000 1
* * Fz 1
. . Fp 1

Ah ah I 1
! ! Fat 1
inda inda RG 1
bem bem RG 0.953148
, , Fc 1
meu meu DP1MSS 0.99505
pae pae NCFS000 0.282135
! ! Fat 1

* * Fz 1
Manuel manuel NP00000 1
* * Fz 1
. . Fp 1

Inda inda RG 1
mal mal RG 0.720779
! ! Fat 1
mas mas CC 0.999313
n n NCMS000 1
� � Fz 1
o o DA0MS0 0.950254
ha ha NCMN000 1
outro outro DI0MS0 0.802288
remedio remedio NCMS000 0.694525
. . Fp 1

Sahiremos sahiremos NP00000 1
� � Fz 1
sta sta AQ0CS00 0.170108
noite noite NCFS000 1
mesma mesmo PI0FS00 0.968254
. . Fp 1

Ja ja NP00000 1
dei dar VMIS1S0 1
ordens ordem NCFP000 1
a_toda_a a_toda_a SP 1
familia familia NCFS000 1
: : Fd 1
Teimo teimar VMIP1S0 1
foi ir VMIS3S0 0.5
avisar avisar VMN0000 0.529581
as o DA0FP0 0.974798
tuas teu DP2FPS 0.667148
aias aio NCFP000 0.914011
do_que do_que CS 1
haviam haver VMII3P0 1
de de SP 1
fazer fazer VMN0000 0.533333
, , Fc 1
e e CC 0.999951
l l NCMS000 1
� � Fz 1
anda anda NCFS000 0.699355
por por SP 1
as o DA0FP0 1
cameras cameras AQ0FP00 1
velando velar VMG0000 1
n'esse n'esse VMSI3S0 0.588332
cuidado cuidado NCMS000 0.809892
. . Fp 1

Sempre sempre RG 1
� � Fz 1
bom bom AQ0MS00 0.995283
que que CS 0.398036
vas vas AQ0FP00 0.522106
dar dar VMN0000 0.332597
um um DI0MS0 0.877848
relance relance NCMS000 0.969804
d'olhos d'olhos NCMP000 1
a a SP 1
o o DA0MS0 0.950254 o PD0MS00 0.0313531 o PP3MSA0 0.0183743 o NCMS000 1.85412e-005
que que PR0CN00 0.584265
por por SP 1
l l NCMS000 1
� � Fz 1
se se PP3CN00 0.861659
faz fazer VMIP3S0 0.99569
: : Fd 1
eu eu PP1CSN0 0.997159
tambem tambem RG 0.866617
irei ir VMIF1S0 0.549927
por por SP 1
minha meu DP1FSS 0.8125
parte parte NCFS000 0.969571
. . Fp 1
-- -- Fg 1
Mas mas CC 0.999313
temos ter VMIP1P0 1
tempo tempo NCMS000 1
: : Fd 1
isto isto PD0NN00 1
s s NCMS000 1
� � Fz 1
o o DA0MS0 0.950254
oito 8 Z 1
horas hora NCFP000 0.996324
, , Fc 1
� � Fz 1
meia meio AQ0FS00 0.477273
noite noite NCFS000 1
v v NCMS000 1
� � Fz 1
o o DA0MS0 0.950254
quatro 4 Z 1
; ; Fx 1
d'aqui d'aqui RG 1
l l NCMS000 1
� � Fz 1
o o DA0MS0 0.950254
pouco pouco RG 0.690283
que que CS 0.398036
me me PP1CS00 1
importa importar VMIP3S0 0.999479
salvar salvar VMN0000 0.529581
estar estar VMN0000 0.533333
� � Fz 1
salvo salvo RG 0.473804
... ... Fs 1
e e CC 0.999951
elles elles AQ0FS00 0.416089
n n NCMS000 1
� � Fz 1
o o DA0MS0 0.950254
vir vir VMN0000 0.331646
� � Fz 1
o o DA0MS0 0.950254
antes antes RG 0.996627
de de SP 1
a o DA0FS0 0.675415 a SP 0.313151 o PP3FSA0 0.00613742 o PD0FS00 0.00514062 a NCMS000 0.000156639
manhan manhan NCMS000 1
. . Fp 1

* * Fz 1
Magdalena magdalena NP00000 1
* * Fz 1
. . Fp 1

Ent ent NP00000 1
� � Fz 1
o o DA0MS0 0.950254
sempre sempre RG 1
� � Fz 1
verdade verdade NCFS000 1
que que PR0CN00 0.584265
Luiz_de_Moura luiz_de_moura NP00000 1
e e CC 0.999951
os o DA0MP0 0.958022
outros outro DI0MP0 0.580386
governadores governador NCMP000 0.63262
? ? Fit 1
... ... Fs 1
* * Fz 1
Manuel manuel NP00000 1
* * Fz 1
. . Fp 1

Luiz_de_Moura luiz_de_moura NP00000 1
� � Fz 1
um um DI0MS0 0.877848
vill vill NCMS000 1
� � Fz 1
o o DA0MS0 0.950254
ruim ruim AQ0CS00 1
, , Fc 1
faz fazer VMIP3S0 0.99569
como como CS 0.751351
quem quem PR0CN00 0.698606
� � Fz 1
: : Fd 1
o o DA0MS0 0.950254
arcebispo arcebispo NCMS000 1
� � Fz 1
... ... Fs 1
o o PD0MS00 0.0313531
que que PR0CN00 0.584265
os o DA0MP0 0.958022
outros outro DI0MP0 0.580386
querem querer VMIP3P0 1
que que CS 0.398036
elle elle NCFS000 1
seja ser VMSP1S0 0.486391
. . Fp 1

Mas mas CC 0.999313
o o DA0MS0 0.950254
conde conde NCMS000 0.519323
de de SP 1
Sabugal sabugal NP00000 1
, , Fc 1
o o DA0MS0 0.950254
conde conde NCMS000 0.519323
de de SP 1
Sancta-Cruz sancta-cruz NP00000 1
, , Fc 1
que que PR0CN00 0.584265
deviam dever VMII3P0 1
olhar olhar VMN0000 0.246032
por por SP 1
quem quem PT0CN00 0.297909
s s NCMS000 1
� � Fz 1
o o DA0MS0 0.950254
, , Fc 1
e e CC 0.999951
que que PR0CN00 0.584265
tomaram tomar VMIS3P0 0.65
este este DD0MS0 0.843484
incargo incargo NCMS000 1
odioso odioso AQ0MS00 0.627379
... ... Fs 1
e e CC 0.999951
vil vil AQ0CS00 1
, , Fc 1
de de SP 1
opprimir opprimir VMN0000 1
os o DA0MP0 0.958022
seus seu DP3MPS 0.857735
naturaes naturaes NCFP000 0.381512
em_nome_de em_nome_de SP 1
um um DI0MS0 0.877848
rei rei NCMS000 0.346207
extrangeiro extrangeiro NCMS000 0.833333
! ! Fat 1
... ... Fs 1
Oh oh I 1
que que CS 0.398036
gente gente NCFS000 1
, , Fc 1
que que PR0CN00 0.584265
fidalgos fidalgo AQ0MP00 0.399374
portuguezes portuguezes NCFP000 1
! ! Fat 1
... ... Fs 1
Heide-lhes heide-lhes NP00000 1
dar dar VMN0000 0.332597
uma um DI0FS0 0.903495
lic lic NCCN000 1
� � Fz 1
� � Fz 1
o o DA0MS0 0.950254
, , Fc 1
a o DA0FS0 0.675415
elles elles NCMP000 0.167736
, , Fc 1
e e CC 0.999951
a a SP 0.313151
este este DD0MS0 0.843484
escravo escravo NCMS000 0.332855
d'este d'este VMSP3S0 0.0715559
povo povo NCMS000 1
que que PR0CN00 0.584265
os o DA0MP0 0.958022
